Customer_ID,Tenure,MonthlyCharge,Contract,InternetService,Churn_Actual,Churn_Probability,Churn_Risk
C326211,60.6298,159.9349,Month-to-month,Fiber Optic,No,0.0,
E558257,68.37603,134.9509,Month-to-month,Fiber Optic,No,0.0,
N347475,69.36054,132.4798,Two Year,DSL,No,0.005555555555555556,Low
R00006,65.61605,112.4844,Month-to-month,,No,0.002535885167464111,Low
Q121262,49.60721,117.4392,Month-to-month,DSL,No,0.04393499868303899,Low
A627705,63.43072,149.9776,Two Year,,No,0.0,
F801032,61.51035,227.4754,Month-to-month,Fiber Optic,No,0.02332774540333611,Low
N198289,45.09378,222.6143,Month-to-month,DSL,Yes,0.8894512865341472,High
Q883651,69.37615,200.1185,Month-to-month,DSL,No,0.06841275231232563,Low
N171571,63.26277,172.4555,Two Year,Fiber Optic,No,0.0,
S473501,58.96627,134.9509,Two Year,Fiber Optic,No,0.0,
T288621,65.29336,197.4876,Month-to-month,Fiber Optic,No,0.008231634362287627,Low
L34147,67.28766,182.4833,Two Year,Fiber Optic,No,0.0,
I768093,57.91581,230.1344,One year,,No,0.04252526653145848,Low
S689844,63.18965,149.9621,Month-to-month,Fiber Optic,No,0.0,
P625495,67.6047,232.6415,One year,Fiber Optic,No,0.0,
H374449,65.4571,202.6829,One year,,No,0.02475735312547457,Low
M244216,47.50976,222.6654,Month-to-month,,No,0.37963519280951125,Medium
I273757,50.69944,275.1336,Month-to-month,Fiber Optic,Yes,0.7681144294952156,High
F327575,57.16208,114.9658,Month-to-month,,No,0.022852001799370223,Low
T871397,71.66334,172.4579,Month-to-month,Fiber Optic,No,0.0,
W469499,64.19903,105.011,Two Year,,No,0.0,
B344400,48.95603,107.482,Month-to-month,DSL,No,0.01437908496732026,Low
K175104,47.94402,124.9607,Month-to-month,DSL,No,0.0029411764705882353,Low
J288735,36.05308,242.6573,Month-to-month,,Yes,0.7817647675801612,High
H329436,67.18986,104.9781,Month-to-month,DSL,No,0.0,
Z772310,62.27397,192.4404,One year,Fiber Optic,No,0.0,
F861254,62.38889,142.4689,Month-to-month,DSL,No,0.0,
L218614,67.27106,245.1457,Month-to-month,Fiber Optic,No,0.15662927971431806,Low
T110013,58.42303,124.9607,Month-to-month,DSL,No,0.002535885167464111,Low
O230131,58.94486,245.147,Month-to-month,DSL,Yes,0.8784613190222388,High
G934557,71.88705,182.447,Month-to-month,Fiber Optic,No,0.0049349310655843305,Low
R294804,44.09777,162.4827,Two Year,Fiber Optic,No,0.005555555555555556,Low
J470984,70.62164,242.6106,Two Year,DSL,No,0.03764514359637219,Low
N267712,63.92945,172.4579,One year,Fiber Optic,No,0.0,
Z22587,59.46448,94.97283,Two Year,DSL,No,0.0,
J951737,70.56628,172.4705,Month-to-month,DSL,No,0.011111111111111112,Low
R524267,56.08957,114.9728,Month-to-month,Fiber Optic,No,0.0,
X768141,69.30257,172.4624,Two Year,Fiber Optic,No,0.015782661782661786,Low
W367931,64.60955,82.49655,One year,,No,0.0,
K368362,63.00351,157.4698,Month-to-month,Fiber Optic,No,0.011428571428571429,Low
T288868,64.81359,220.1149,Month-to-month,DSL,Yes,0.35474098491354566,Medium
P05841,54.22687,255.1417,Month-to-month,Fiber Optic,No,0.22404605635759545,Low
E237684,62.21334,162.4653,Month-to-month,DSL,No,0.023830065359477123,Low
H339301,63.31259,127.4783,Month-to-month,DSL,No,0.002535885167464111,Low
M260956,60.52991,194.9768,Month-to-month,Fiber Optic,No,0.008391608391608392,Low
U774556,49.22913,265.147,Month-to-month,Fiber Optic,Yes,0.439878097286238,Medium
F146437,68.69263,177.6508,One year,,No,0.013947163947163948,Low
X795579,50.20686,179.9656,Month-to-month,Fiber Optic,No,0.009401709401709401,Low
V385014,63.5434,277.6375,Two Year,Fiber Optic,No,0.09513373008066102,Low
O816845,52.07024,92.45514,Two Year,DSL,No,0.0,
J700984,67.99211,129.9778,Two Year,DSL,No,0.0,
K268065,68.19039,194.9581,One year,Fiber Optic,No,0.0,
R293676,66.78366,167.4847,Two Year,DSL,No,0.007142857142857143,Low
I980987,54.35016,117.5152,One year,,No,0.0,
S483455,62.9411,115.0021,Month-to-month,,No,0.0,
G442682,55.20008,182.4833,Month-to-month,Fiber Optic,No,0.0029411764705882353,Low
T449112,63.47945,222.6281,Month-to-month,DSL,Yes,0.8156641415330212,High
A04378,70.6626,220.1478,Two Year,,No,0.039507388036799804,Low
W653435,46.80924,147.4783,Month-to-month,Fiber Optic,No,0.007142857142857143,Low
F589782,61.99036,137.4978,One year,,No,0.0,
R563759,63.86174,125.0073,Month-to-month,,No,0.0,
A652420,69.02601,149.9621,Month-to-month,Fiber Optic,No,0.007575757575757576,Low
A568845,58.43007,154.9919,Month-to-month,DSL,No,0.024023355161462576,Low
C894386,68.93162,164.967,Month-to-month,DSL,No,0.0038461538461538464,Low
C354137,69.026,187.6094,Month-to-month,DSL,No,0.10538054242039899,Low
N720342,58.36624,182.49,Month-to-month,,Yes,0.012077294685990338,Low
J557174,42.05546,157.4698,Two Year,Fiber Optic,No,0.0013513513513513512,Low
L823637,55.08862,149.9447,Two Year,DSL,No,0.004545454545454545,Low
K221973,36.44011,137.4686,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
U212075,50.07627,147.4738,Two Year,Fiber Optic,No,0.0,
B163052,42.10529,124.9643,Two Year,Fiber Optic,No,0.0,
Q879197,60.75598,184.9797,Month-to-month,DSL,No,0.05548505502065873,Low
Y427197,41.60875,220.1615,Two Year,,Yes,0.4197830720123135,Medium
D446145,68.46483,174.9882,Month-to-month,DSL,No,0.0,
M668942,66.69757,242.6326,Two Year,Fiber Optic,No,0.0,
A665879,66.50887,220.1323,Month-to-month,Fiber Optic,No,0.02789917234008813,Low
J716638,47.34607,152.466,Month-to-month,Fiber Optic,No,0.014393537922949689,Low
R625368,60.17035,149.9845,Month-to-month,,No,0.0,
J725553,52.42844,162.4689,Two Year,Fiber Optic,No,0.0019999999999999996,Low
K679356,68.50196,140.0013,Month-to-month,DSL,No,0.0,
O933825,67.57419,154.9618,One year,DSL,No,0.0038461538461538464,Low
X637060,63.88777,162.5299,Month-to-month,,No,0.007142857142857143,Low
F857256,62.09662,162.4608,Month-to-month,DSL,No,0.01098901098901099,Low
F800197,66.03293,129.9926,Month-to-month,,No,0.014835164835164836,Low
F925724,48.02057,127.4421,Two Year,DSL,No,0.0,
A583737,61.43691,159.9349,Month-to-month,Fiber Optic,No,0.0,
W477587,70.04054,192.4404,Month-to-month,Fiber Optic,No,0.011935885465297232,Low
S700932,58.54873,149.9621,Two Year,Fiber Optic,No,0.0,
N34730,50.48601,182.4538,Month-to-month,Fiber Optic,No,0.0279284068757753,Low
T513724,65.18605,164.9715,Month-to-month,DSL,No,0.011644318983768527,Low
M382374,64.20616,112.4551,Month-to-month,Fiber Optic,No,0.0,
O18218,48.30622,172.4441,One year,Fiber Optic,No,0.033687423687423695,Low
T432181,61.63974,197.4702,Month-to-month,DSL,Yes,0.4226283498133242,Medium
A661671,45.58687,184.967,Month-to-month,Fiber Optic,No,0.047647164926576696,Low
L168190,67.09106,232.6707,Two Year,,No,0.028338001867413632,Low
M526654,51.0221,175.1331,Month-to-month,,No,0.1447818775307728,Low
O947108,61.76772,142.4827,One year,DSL,No,0.0,
I383783,71.7248,192.4885,One year,Fiber Optic,No,0.014285714285714285,Low
Q299497,60.03811,174.9768,Two Year,DSL,No,0.010101010101010102,Low
F390872,61.51052,172.4579,Two Year,Fiber Optic,No,0.0,
Q03604,68.2985,220.1185,Month-to-month,Fiber Optic,No,0.06088788341928913,Low
B614129,48.79525,210.1051,Two Year,DSL,No,0.053870262024422445,Low
L694022,57.38041,207.4974,Two Year,Fiber Optic,No,0.011985688729874775,Low
F910877,66.34669,232.6378,Month-to-month,DSL,Yes,0.5748409914099748,Medium
F796999,40.94814,225.132,Month-to-month,DSL,Yes,0.8909969794799518,High
S208331,50.46332,134.9509,Two Year,Fiber Optic,No,0.0,
L644968,52.35716,144.9607,Two Year,Fiber Optic,No,0.0,
I139641,68.5356,117.5015,Two Year,,No,0.0,
P427559,42.25776,142.4827,Two Year,DSL,No,0.013888888888888888,Low
R26748,52.36613,190.127,Two Year,DSL,No,0.031386800334168755,Low
J415670,56.24027,162.4526,Month-to-month,Fiber Optic,No,0.02456140350877193,Low
M173513,55.90137,152.4798,Month-to-month,Fiber Optic,No,0.0029411764705882353,Low
E753173,44.49898,129.9483,One year,DSL,No,0.005555555555555556,Low
K123613,45.7211,207.4754,Month-to-month,DSL,Yes,0.5895236611365577,Medium
A540097,40.77723,142.5007,Two Year,DSL,No,0.02874396135265701,Low
Q902286,62.83437,140.0049,One year,Fiber Optic,No,0.0,
A156174,68.66575,137.4836,Month-to-month,DSL,No,0.0,
G419393,56.7924,117.4858,Two Year,,No,0.0,
M525640,60.20473,152.4441,Two Year,DSL,No,0.0,
M709771,69.93388,242.6281,Month-to-month,Fiber Optic,No,0.08348368840767724,Low
V491948,69.76328,182.4762,One year,,No,0.005570291777188329,Low
K156290,59.96515,169.9447,Two Year,Fiber Optic,No,0.0,
O890607,45.62317,162.4676,Month-to-month,DSL,Yes,0.5645641197052378,Medium
X796554,67.1217,172.4742,Month-to-month,Fiber Optic,No,0.0,
D115503,49.50927,104.9781,Month-to-month,DSL,No,0.01324786324786325,Low
G257426,58.62812,162.4526,Month-to-month,Fiber Optic,No,0.01888374783111625,Low
O831879,66.94572,179.9476,Two Year,Fiber Optic,No,0.0,
I25810,62.46678,162.447,Month-to-month,DSL,No,0.0194017094017094,Low
B572303,71.52189,184.961,Month-to-month,DSL,No,0.046823960353372114,Low
U186366,69.87194,124.9607,Two Year,DSL,No,0.0,
V704386,54.60066,137.4616,Month-to-month,,No,0.0,
I267902,48.95286,102.4746,Month-to-month,,No,0.0,
X139704,66.58949,92.45514,Month-to-month,DSL,No,0.0,
F656551,63.40077,172.4705,Month-to-month,DSL,No,0.023809523809523808,Low
Q918017,61.28932,164.9785,Two Year,DSL,No,0.0,
L243022,68.15887,152.4441,Month-to-month,DSL,No,0.10849464274367149,Low
V122404,56.95876,235.1555,Two Year,DSL,Yes,0.0707728973289614,Low
T145464,62.77848,159.9349,One year,Fiber Optic,No,0.0,
C167969,64.54916,214.9663,Month-to-month,Fiber Optic,No,0.05484664856377918,Low
V583352,55.42423,107.4958,Month-to-month,DSL,No,0.0,
O876544,64.61204,152.4441,Two Year,DSL,No,0.005555555555555556,Low
C399738,67.15389,114.9658,One year,,No,0.0,
V420683,56.42112,222.6326,One year,DSL,No,0.039572135466872306,Low
P170468,64.16811,142.4713,One year,DSL,No,0.0496038831332949,Low
T795869,67.49275,127.4421,One year,DSL,No,0.0,
T357711,67.99357,159.9476,One year,DSL,No,0.005488372093023255,Low
E42550,61.72696,200.1185,Month-to-month,DSL,No,0.1407390692637957,Low
M492988,50.36108,162.4526,Month-to-month,Fiber Optic,No,0.017296446243814666,Low
X165101,49.04885,159.9875,Month-to-month,Fiber Optic,No,0.008823529411764706,Low
V625144,63.41331,267.6427,Month-to-month,DSL,Yes,0.548092394451138,Medium
Y480836,57.54902,255.1336,Month-to-month,DSL,No,0.5806561350372927,Medium
I707351,50.22175,204.961,Two Year,Fiber Optic,No,0.006521739130434783,Low
F633030,53.66326,197.484,One year,DSL,No,0.015555555555555555,Low
D741982,40.35081,230.1344,One year,,No,0.08634987824741147,Low
V326753,67.73428,149.9598,Two Year,Fiber Optic,No,0.0,
J504048,55.76068,127.4421,Two Year,DSL,No,0.0,
Z690262,68.24302,187.4847,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
V172495,56.736,139.9512,One year,DSL,No,0.005555555555555556,Low
K775808,43.51717,147.4421,One year,Fiber Optic,No,0.015037593984962405,Low
M127329,58.6209,112.4844,Two Year,,No,0.0,
H108397,56.86301,172.4404,One year,DSL,No,0.009416445623342175,Low
S753517,62.6686,184.9797,One year,DSL,No,0.0,
R39027,47.65726,157.4698,Month-to-month,Fiber Optic,No,0.0038461538461538464,Low
X607820,58.26304,92.5018,Month-to-month,,No,0.0,
A151684,64.7292,182.497,Month-to-month,Fiber Optic,No,0.011274509803921568,Low
W114349,49.28233,95.01949,Month-to-month,,No,0.01797877045555064,Low
I338155,60.15262,112.4551,Month-to-month,Fiber Optic,No,0.0,
E536348,47.34761,257.6549,Two Year,Fiber Optic,No,0.009401709401709401,Low
I553384,63.66258,235.1372,Two Year,DSL,No,0.05997315592903828,Low
G215554,58.41511,154.9919,One year,DSL,No,0.0,
O574163,71.01166,152.4579,One year,DSL,No,0.0,
P36699,64.37976,149.9447,Two Year,DSL,No,0.0,
M442583,65.48954,159.9656,Month-to-month,DSL,No,0.006521739130434781,Low
S681809,59.16267,267.6647,Month-to-month,Fiber Optic,Yes,0.749487399115377,High
X13388,71.73306,204.961,Month-to-month,Fiber Optic,No,0.01336996336996337,Low
W735202,66.95572,220.1185,Two Year,Fiber Optic,No,0.004285714285714285,Low
R235638,57.50554,204.9797,Month-to-month,Fiber Optic,No,0.033485485962266144,Low
B49281,49.40477,142.4526,One year,DSL,No,0.012698412698412698,Low
W882810,59.97525,127.4586,Month-to-month,,No,0.0,
J534622,55.40938,149.9776,One year,,No,0.0,
E929442,56.84855,192.4404,Month-to-month,Fiber Optic,No,0.01039426523297491,Low
Q79055,67.89181,184.9647,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
P05276,44.75964,127.4601,Two Year,DSL,No,0.0,
D844892,65.79896,199.9902,Two Year,DSL,No,0.01098901098901099,Low
P208976,50.07284,235.1555,Month-to-month,DSL,Yes,0.8316208857148972,High
U340677,59.81234,104.9629,Two Year,,No,0.0,
H368190,57.1124,112.4551,Two Year,Fiber Optic,No,0.0,
T107292,63.99841,172.4885,Month-to-month,DSL,No,0.01,Low
A235822,60.16638,149.9598,One year,Fiber Optic,No,0.0,
C491926,68.96601,149.9928,Two Year,DSL,No,0.0,
K513268,55.66796,175.0211,Month-to-month,,No,0.03707001810450086,Low
K541481,60.78156,222.6281,One year,DSL,No,0.010866281484838185,Low
U191976,56.56567,154.9618,Month-to-month,DSL,No,0.006934931506849315,Low
A466060,62.36767,242.6106,Month-to-month,DSL,Yes,0.6992364787471226,Medium
V334521,55.28091,169.9671,Month-to-month,,No,0.008620689655172414,Low
X690504,64.10363,137.5165,Month-to-month,,No,0.0,
D367103,61.53705,149.9447,Month-to-month,DSL,No,0.0,
L734540,68.33092,159.9875,Month-to-month,Fiber Optic,No,0.0,
N27354,68.87727,184.9785,Two Year,Fiber Optic,No,0.0,
A878642,67.20609,127.4601,Month-to-month,DSL,No,0.0,
U698370,56.53318,255.1555,One year,Fiber Optic,No,0.11202963203870722,Low
P535033,63.67919,127.4601,Two Year,DSL,No,0.0,
W713966,71.65389,129.9621,Two Year,DSL,No,0.013846153846153847,Low
U76820,44.55455,162.4827,Two Year,Fiber Optic,No,0.0,
F594045,47.98288,157.4836,One year,Fiber Optic,No,0.0,
M955464,56.37649,104.9643,Month-to-month,DSL,No,0.0,
U982319,66.98487,94.97283,Two Year,DSL,No,0.0,
J586788,50.56974,222.6609,Month-to-month,,No,0.4529241705542215,Medium
K551039,65.9038,182.4538,Month-to-month,Fiber Optic,No,0.018253968253968255,Low
E224782,60.36546,142.4713,Two Year,DSL,No,0.0,
G23603,51.34296,232.6228,Two Year,Fiber Optic,No,0.016544566544566545,Low
S428715,62.83833,222.6281,Month-to-month,DSL,No,0.3040870102466664,Medium
J413185,58.52876,184.967,One year,Fiber Optic,No,0.0,
D81262,56.01033,162.5119,Month-to-month,,No,0.0,
J593494,70.67111,210.1518,Month-to-month,,No,0.08268726986972194,Low
S285667,70.98518,277.6375,Two Year,Fiber Optic,No,0.035821889959997376,Low
F394583,62.54758,220.1185,One year,Fiber Optic,No,0.008496732026143792,Low
V395482,70.80297,125.0073,Month-to-month,,No,0.006521739130434783,Low
T760461,45.50676,139.9512,Month-to-month,DSL,No,0.0782919724567322,Low
P812093,58.79896,235.1591,Two Year,Fiber Optic,No,0.018597742127153892,Low
J25646,62.58644,182.4538,One year,Fiber Optic,No,0.0,
Q717466,68.14401,159.9794,Two Year,DSL,No,0.0,
G350853,67.85251,129.9621,Month-to-month,DSL,No,0.002535885167464111,Low
W01140,61.20259,187.4673,One year,DSL,No,0.0038461538461538464,Low
H988583,62.39033,202.4433,Month-to-month,Fiber Optic,No,0.022698412698412697,Low
D510020,66.57674,204.9496,Month-to-month,Fiber Optic,No,0.020050125313283207,Low
W402834,56.97688,192.4705,One year,Fiber Optic,No,0.0,
H403456,66.28837,210.138,Month-to-month,,No,0.0673764021155808,Low
Q19503,65.1302,197.484,One year,DSL,No,0.01098901098901099,Low
P604430,63.08784,152.4952,Month-to-month,,No,0.011111111111111112,Low
S799437,68.6808,114.9838,Month-to-month,,No,0.0,
F890957,62.43544,184.9496,Two Year,DSL,No,0.004285714285714285,Low
I979416,44.16108,175.0211,Month-to-month,,No,0.09688946223446619,Low
M500465,45.82823,214.9663,Month-to-month,Fiber Optic,No,0.07150447652869786,Low
Y931202,65.38502,192.4885,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
M663152,47.67411,127.4958,One year,Fiber Optic,No,0.0029411764705882353,Low
T191083,69.80788,277.6375,Month-to-month,Fiber Optic,No,0.24168715681995492,Low
R581784,56.73689,149.9621,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
F761138,51.63534,207.6094,One year,Fiber Optic,No,0.13750651309474843,Low
Y627704,70.16722,159.9476,One year,DSL,No,0.0,
W335827,65.68601,107.4806,Two Year,,No,0.0,
S835724,50.24709,112.4551,Two Year,Fiber Optic,No,0.0,
E749946,63.97947,190.127,Two Year,DSL,No,0.0,
N601524,71.25102,172.4579,One year,Fiber Optic,No,0.008496732026143792,Low
Y858758,71.56158,164.9889,Month-to-month,Fiber Optic,No,0.009401709401709401,Low
Y470638,54.03406,127.4738,Month-to-month,DSL,No,0.0,
G201104,56.7422,147.4421,Month-to-month,Fiber Optic,No,0.0010887772194304846,Low
K853735,62.47951,175.0211,One year,,No,0.0,
X246735,60.20609,92.45514,One year,DSL,No,0.002,Low
G194988,46.00587,137.4684,Month-to-month,,No,0.011937594569173513,Low
T258326,62.8196,172.4848,Two Year,,No,0.0,
A793645,55.17028,222.6362,Month-to-month,Fiber Optic,No,0.1310702584654814,Low
S982704,51.06149,164.9785,Two Year,DSL,No,0.00625,Low
G309407,57.59524,200.1323,Month-to-month,DSL,Yes,0.33241856131248887,Medium
G633258,57.87341,220.1149,Two Year,DSL,No,0.007142857142857143,Low
O194821,60.43351,202.65,Month-to-month,DSL,Yes,0.49114808124633447,Medium
D414965,70.37667,210.127,Two Year,Fiber Optic,No,0.0,
U270597,42.94126,255.1555,Month-to-month,Fiber Optic,Yes,0.8972920819430635,High
D639444,67.13541,225.1457,Month-to-month,DSL,No,0.3632783239497972,Medium
I567163,66.86003,235.1417,Two Year,DSL,No,0.010231092436974792,Low
X987100,65.33266,172.4705,One year,DSL,No,0.008333333333333333,Low
C25081,53.5771,137.4616,Month-to-month,,No,0.0,
J74384,45.16619,212.6415,Month-to-month,DSL,No,0.5310580617469755,Medium
Y842226,66.81556,147.4783,Two Year,Fiber Optic,No,0.0,
X262328,63.18349,184.9785,Two Year,Fiber Optic,No,0.0,
B584202,63.78741,149.9378,Month-to-month,DSL,No,0.0,
P903134,55.20546,262.6106,Month-to-month,Fiber Optic,Yes,0.6172491786599558,Medium
H674623,65.69406,94.97283,Two Year,DSL,No,0.0,
K194475,46.1155,194.9699,Month-to-month,Fiber Optic,No,0.011111111111111112,Low
T235921,62.50904,112.4551,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
P370184,55.66379,139.9861,Two Year,,No,0.0,
T242541,67.09465,169.9447,Month-to-month,Fiber Optic,No,0.0,
C110005,49.35209,139.983,Month-to-month,DSL,No,0.012698412698412698,Low
V289484,63.32675,252.6378,Month-to-month,Fiber Optic,No,0.1156745734270127,Low
K663726,71.61196,119.9568,Two Year,DSL,No,0.0,
C455392,48.82198,152.4555,Two Year,DSL,No,0.009523809523809525,Low
C294087,66.85047,149.9621,Month-to-month,Fiber Optic,No,0.008496732026143792,Low
O321745,57.78133,162.497,Month-to-month,DSL,No,0.006787330316742082,Low
Z472765,48.16091,139.9861,Month-to-month,,No,0.01689485952643847,Low
I331050,61.93975,172.4624,Two Year,Fiber Optic,No,0.0,
P349196,52.40318,230.1051,Two Year,Fiber Optic,No,0.04868854116532135,Low
H248782,50.47035,212.6228,One year,DSL,No,0.021805555555555554,Low
T391166,64.49909,149.9778,Month-to-month,Fiber Optic,No,0.0,
S231697,56.12428,137.4392,Month-to-month,Fiber Optic,No,0.0029411764705882353,Low
P147558,51.98679,162.4713,Two Year,Fiber Optic,No,0.0,
V297438,51.4203,159.983,Month-to-month,Fiber Optic,No,0.018391468868249054,Low
X277511,57.04917,104.9629,Two Year,,No,0.0,
Y293927,71.44432,202.4433,One year,Fiber Optic,No,0.0,
M659677,66.2885,114.9728,Month-to-month,Fiber Optic,No,0.0,
J450880,67.37641,104.9643,Two Year,DSL,No,0.005555555555555556,Low
F775718,50.62647,192.4404,Two Year,Fiber Optic,No,0.006521739130434783,Low
X378242,69.15975,127.4421,Month-to-month,DSL,No,0.0,
W271686,64.34541,197.6288,Month-to-month,,No,0.036324068088773975,Low
O16957,67.93831,202.65,Month-to-month,DSL,No,0.11449976961713643,Low
V394552,47.56406,207.4673,One year,Fiber Optic,No,0.07328545723282566,Low
D790505,55.70975,182.497,Two Year,Fiber Optic,No,0.01,Low
L829193,56.64842,147.4564,Month-to-month,DSL,No,0.0,
N774071,63.52047,182.447,Two Year,Fiber Optic,No,0.0,
H63833,66.88132,172.4579,Month-to-month,Fiber Optic,No,0.0,
S504402,51.95172,139.9512,One year,DSL,No,0.012698412698412698,Low
O629517,63.73429,232.6378,Month-to-month,DSL,No,0.2747149178235366,Low
X392676,59.55192,129.9915,Month-to-month,DSL,No,0.0,
W677486,66.97309,127.4738,Month-to-month,DSL,No,0.0,
W242206,54.67507,162.4689,Two Year,Fiber Optic,No,0.0,
N603536,49.64838,192.4404,Two Year,Fiber Optic,No,0.006521739130434783,Low
D595070,49.21371,152.4441,Month-to-month,DSL,No,0.06195072900955254,Low
U187337,68.59602,159.9512,One year,Fiber Optic,No,0.0,
Y224416,51.42362,104.9629,Month-to-month,,No,0.03348826611984507,Low
N843223,69.50311,184.9853,Month-to-month,Fiber Optic,No,0.011127997298210063,Low
S428583,59.51823,139.9349,Month-to-month,DSL,No,0.01998269367810241,Low
N78759,66.67672,137.4616,One year,,No,0.0,
H973126,59.00106,240.1149,Month-to-month,Fiber Optic,Yes,0.5910974936358224,Medium
G04810,70.03292,169.9741,Two Year,Fiber Optic,No,0.0,
Y549440,44.61375,169.9447,Month-to-month,Fiber Optic,No,0.08282053627993563,Low
R495303,68.22903,144.9607,One year,Fiber Optic,No,0.0,
N566444,64.80406,162.4818,Month-to-month,,No,0.009401709401709401,Low
D68964,45.28275,207.6094,Month-to-month,Fiber Optic,No,0.16216171169731539,Low
C615502,69.83346,174.9755,Month-to-month,Fiber Optic,No,0.02825396825396825,Low
I41510,64.29998,232.6378,Month-to-month,DSL,No,0.3295444765377297,Medium
A40824,58.86869,152.5104,Two Year,DSL,No,0.0,
V490898,59.33259,112.4551,Month-to-month,Fiber Optic,No,0.0,
R232591,60.63668,229.9931,Two Year,Fiber Optic,No,0.0,
L776429,68.60055,182.4833,Month-to-month,Fiber Optic,No,0.022222222222222223,Low
H664759,65.2477,152.4624,One year,DSL,No,0.0,
H309760,49.22663,277.6375,Month-to-month,Fiber Optic,Yes,0.7419043082283765,High
H983119,71.20584,207.6094,Month-to-month,Fiber Optic,No,0.18236346219051464,Low
K452042,67.57266,159.9794,Month-to-month,DSL,No,0.002535885167464111,Low
U898866,66.66711,222.6143,Month-to-month,DSL,No,0.3572846891307073,Medium
Y663307,55.76858,187.6422,Month-to-month,,No,0.17597133324278602,Low
B674702,61.64252,277.6513,Month-to-month,Fiber Optic,No,0.6220680452731537,Medium
C967245,70.25446,164.9853,Two Year,DSL,No,0.015639589169000937,Low
Y239127,54.7248,139.9979,Month-to-month,,No,0.005555555555555556,Low
M869915,60.59761,149.9778,Month-to-month,Fiber Optic,No,0.0,
Y904957,63.00356,129.9778,Month-to-month,DSL,No,0.0,
H943500,46.8684,127.4421,Two Year,DSL,No,0.010877684407096173,Low
D435398,68.17349,112.4844,Two Year,,No,0.0,
Y799118,53.18909,220.1478,Month-to-month,,Yes,0.5788108612868229,Medium
W408649,66.21435,129.995,Two Year,,No,0.0,
T273833,62.32241,92.48802,Month-to-month,,No,0.0,
T00191,59.42279,217.4702,Month-to-month,Fiber Optic,No,0.01563734950831725,Low
L731384,45.22375,137.4392,Month-to-month,Fiber Optic,No,0.0062271062271062275,Low
V700908,63.87447,204.961,Two Year,Fiber Optic,No,0.0,
P545768,60.72645,187.6094,Month-to-month,DSL,No,0.1840528533719225,Low
Y908871,42.68533,104.9643,Month-to-month,DSL,No,0.011111111111111112,Low
F266865,41.0181,129.9621,Month-to-month,DSL,No,0.08651583286925128,Low
C983145,48.25774,114.9976,Month-to-month,,No,0.002535885167464111,Low
D547400,59.48902,92.48802,Month-to-month,,No,0.0,
S112967,44.65571,174.9699,Month-to-month,DSL,No,0.08498041692362181,Low
I259451,65.08131,114.9728,Month-to-month,Fiber Optic,No,0.005555555555555556,Low
O649096,68.18425,152.4441,Month-to-month,DSL,No,0.020634920634920638,Low
G08081,66.65664,105.011,Two Year,,No,0.0,
R392539,54.01597,149.9483,Two Year,Fiber Optic,No,0.005555555555555556,Low
Z688558,57.76658,192.4404,One year,Fiber Optic,No,0.0,
G56644,67.09561,197.6288,Two Year,,No,0.01626984126984127,Low
X103902,63.27315,200.1323,Two Year,DSL,No,0.009142857142857142,Low
A268547,68.46135,149.9776,Month-to-month,,No,0.011437908496732025,Low
I646709,53.02286,129.9915,Month-to-month,DSL,No,0.0,
R723551,71.36043,262.6106,One year,Fiber Optic,No,0.009031842902810644,Low
I09844,70.68154,227.4754,Two Year,Fiber Optic,No,0.009401709401709401,Low
E571411,55.11933,187.4847,Month-to-month,Fiber Optic,No,0.0,
L839648,68.03514,137.4698,One year,DSL,No,0.0,
Q127985,57.29968,167.4564,One year,Fiber Optic,No,0.0,
P820298,69.48178,172.4624,Month-to-month,Fiber Optic,No,0.039093165461286904,Low
U876126,69.27984,159.9512,Two Year,Fiber Optic,No,0.004545454545454545,Low
F818870,53.06256,232.6228,Month-to-month,Fiber Optic,No,0.16636429627163443,Low
F711590,69.69884,200.1185,Month-to-month,DSL,No,0.1289187114633035,Low
Z931013,60.07014,195.0062,Month-to-month,Fiber Optic,No,0.0,
A34326,63.1308,204.9496,Month-to-month,Fiber Optic,No,0.01195974410984553,Low
D964633,63.63312,192.4567,Month-to-month,Fiber Optic,No,0.04941765836502678,Low
U369647,67.33827,117.4872,Month-to-month,DSL,No,0.011111111111111112,Low
S968318,50.56908,132.466,One year,DSL,No,0.0,
V573037,45.95837,159.965,Month-to-month,Fiber Optic,No,0.0,
Q154305,59.05725,242.6106,Two Year,DSL,No,0.06942806746370808,Low
M446951,66.99471,117.4392,Month-to-month,DSL,No,0.002535885167464111,Low
V123994,62.87291,144.9607,Month-to-month,Fiber Optic,No,0.0,
W878528,57.57488,222.6362,Two Year,Fiber Optic,No,0.013947163947163948,Low
H772847,39.93768,172.4579,Month-to-month,Fiber Optic,No,0.05605284258225434,Low
S974700,37.86885,187.6094,One year,DSL,No,0.17903828469587763,Low
F218295,67.95345,242.6106,Month-to-month,DSL,Yes,0.853171132126233,High
Q796173,46.08155,149.9913,Two Year,,No,0.005555555555555556,Low
L343348,66.67669,202.4433,Two Year,Fiber Optic,No,0.0038461538461538464,Low
