Tenure,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Contract,InternetService,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Churn
9.724026,162.4833,1659.460954,5.712381,Two Year,DSL,Yes,Bank Transfer(automatic),Yes,Yes,No,No,No
7.413447,257.6549,1469.056257,5.771475,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,Yes,Yes,Yes,Yes
8.514329,162.4827,1269.863425,15.01046,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,No,Yes,Yes
10.86482,197.484,1877.408606,9.773637,Two Year,DSL,Yes,Electronic Check,Yes,No,No,Yes,Yes
22.11529,152.4884,2200.745774,11.47175,Two Year,,Yes,Mailed Check,Yes,Yes,No,Yes,No
2.138612,157.4698,292.5858924,10.30529,Month-to-month,Fiber Optic,No,Electronic Check,No,Yes,No,No,No
2.771756,242.6106,1274.226078,8.638334,Month-to-month,DSL,Yes,Credit Card (automatic),No,No,Yes,Yes,Yes
12.31648,112.4551,1147.89846,12.7259,One year,Fiber Optic,Yes,Mailed Check,No,No,No,No,No
10.33427,195.0062,1387.672089,13.8026,Two Year,Fiber Optic,Yes,Electronic Check,Yes,Yes,No,No,No
9.742042,230.1344,1647.527241,11.1957,One year,,Yes,Bank Transfer(automatic),No,No,Yes,Yes,Yes
7.852216,197.6288,1274.638992,11.97677,Month-to-month,,Yes,Electronic Check,No,No,Yes,Yes,Yes
10.03423,240.1149,1373.050161,7.594165,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
2.93932,192.4404,824.1074963,12.42915,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,No,Yes
1.20533,212.6415,1192.839844,9.996646,Month-to-month,DSL,No,Mailed Check,No,Yes,Yes,Yes,Yes
6.893142,147.4564,1250.575676,10.83217,Month-to-month,DSL,No,Bank Transfer(automatic),No,No,No,No,No
10.42906,107.4958,1638.668955,9.614567,Month-to-month,DSL,No,Credit Card (automatic),Yes,No,No,No,No
2.719751,184.9939,586.7907291,11.17967,One year,,No,Electronic Check,Yes,Yes,No,Yes,No
12.674,139.9816,1504.092246,3.779416,Month-to-month,,Yes,Credit Card (automatic),No,No,Yes,No,Yes
5.446201,179.9656,589.6981979,9.218716,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,No,No
14.26858,232.6228,1937.879436,14.1032,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,No,Yes,Yes,Yes
9.738632,142.4713,1621.89345,13.31999,One year,DSL,Yes,Mailed Check,No,Yes,Yes,No,No
2.504861,252.624,900.8621208,13.25958,Month-to-month,Fiber Optic,No,Electronic Check,No,Yes,Yes,Yes,Yes
7.100883,169.9928,733.8730965,9.854506,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,No,No
10.45843,197.4945,1240.211719,8.776299,Month-to-month,Fiber Optic,No,Electronic Check,Yes,Yes,Yes,No,Yes
21.42092,192.4404,2120.230349,10.59311,Month-to-month,Fiber Optic,No,Electronic Check,No,No,Yes,No,Yes
34.49234,94.97283,3346.893074,13.24212,Month-to-month,DSL,Yes,Electronic Check,Yes,No,No,No,No
5.799375,187.656,978.4054903,7.379511,One year,,No,Mailed Check,No,No,Yes,Yes,No
6.072026,117.4392,1154.151996,10.19102,Month-to-month,DSL,Yes,Bank Transfer(automatic),No,No,Yes,No,No
14.36438,192.4705,1445.998649,11.45584,Two Year,Fiber Optic,No,Mailed Check,No,No,No,Yes,No
2.017622,242.6326,816.9425462,11.22655,Two Year,Fiber Optic,No,Mailed Check,Yes,No,Yes,Yes,Yes
9.643609,210.1051,1860.544496,5.511326,One year,DSL,No,Credit Card (automatic),No,No,Yes,Yes,Yes
9.373591,220.1185,1315.586731,10.8419,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,Yes,Yes,Yes,Yes
16.22349,169.9741,1747.966742,7.088079,Two Year,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,No,No,No
1.481935,147.4421,335.2998891,15.68142,One year,Fiber Optic,Yes,Bank Transfer(automatic),No,No,No,Yes,No
14.8386,117.4858,1437.800807,6.158194,Month-to-month,,Yes,Mailed Check,No,No,Yes,No,No
18.76373,139.9875,2143.189724,14.62487,Month-to-month,DSL,No,Electronic Check,Yes,Yes,No,No,No
6.101406,92.45514,810.6535635,8.060591,Month-to-month,DSL,No,Mailed Check,No,No,No,No,No
18.4468,275.1198,2046.091342,6.292755,Month-to-month,Fiber Optic,No,Mailed Check,No,Yes,Yes,Yes,Yes
4.180338,124.9607,790.0442858,7.029407,Month-to-month,DSL,No,Mailed Check,No,No,No,No,Yes
9.548023,112.4551,1054.031935,13.23763,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,No,No,No
2.664026,159.9349,579.0788972,12.83477,One year,Fiber Optic,No,Credit Card (automatic),No,No,Yes,No,No
9.621889,182.497,1023.023077,5.287302,One year,Fiber Optic,No,Credit Card (automatic),Yes,No,No,No,No
11.09994,147.4421,1114.819074,8.949569,One year,Fiber Optic,No,Mailed Check,No,No,No,Yes,No
7.623523,242.6143,1306.124464,12.09225,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,Yes,Yes,Yes,Yes
12.7637,147.4738,1355.525049,9.046658,Month-to-month,Fiber Optic,No,Mailed Check,No,No,No,No,No
3.115729,129.9483,1079.325698,10.89462,One year,DSL,Yes,Credit Card (automatic),No,Yes,Yes,No,No
31.44123,214.9663,3069.097767,6.281176,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,No,Yes,Yes
9.213435,255.1417,1553.257429,12.10602,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,Yes,Yes,Yes,Yes
6.358996,242.6143,954.1842126,4.980976,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,Yes,Yes,Yes,Yes
7.097053,124.9643,506.014128,9.593068,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,No,No
8.081693,230.1344,1512.206567,10.97395,Month-to-month,,Yes,Electronic Check,No,No,Yes,Yes,Yes
4.570915,197.4725,1418.137965,14.14099,One year,DSL,No,Credit Card (automatic),No,Yes,Yes,No,No
3.590398,267.6647,1173.536496,7.408283,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,Yes,Yes,Yes,Yes
12.5247,204.961,1555.075783,12.4846,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,No,No,Yes,Yes
5.257695,204.9634,1026.361306,8.589777,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,No,Yes,No,Yes
1.005104,114.9976,252.1141473,13.58291,Two Year,,Yes,Credit Card (automatic),No,No,No,No,No
6.165028,194.9699,934.5432733,7.941608,One year,Fiber Optic,Yes,Electronic Check,No,Yes,No,Yes,Yes
20.66493,187.6094,2616.607102,9.884995,Month-to-month,DSL,No,Bank Transfer(automatic),No,No,Yes,Yes,Yes
15.39326,132.466,1921.908003,5.663218,One year,DSL,No,Credit Card (automatic),Yes,Yes,Yes,No,No
8.752114,147.4738,1180.747336,6.589354,Two Year,Fiber Optic,Yes,Mailed Check,No,No,No,No,No
9.882614,190.1599,1596.133478,11.47442,Month-to-month,,Yes,Credit Card (automatic),Yes,Yes,Yes,Yes,Yes
3.657847,197.6288,978.0906718,12.48017,Month-to-month,,No,Credit Card (automatic),No,No,Yes,Yes,Yes
28.2824,137.4836,2945.865945,6.900384,Month-to-month,DSL,No,Mailed Check,No,No,No,No,No
4.72236,169.9447,865.1029349,15.81274,Two Year,Fiber Optic,No,Credit Card (automatic),No,No,Yes,No,No
8.386574,142.4526,1474.927731,9.781433,Two Year,DSL,Yes,Electronic Check,Yes,No,Yes,No,No
14.6317,104.9643,1655.231847,11.91904,One year,DSL,Yes,Credit Card (automatic),No,Yes,No,No,No
14.55,184.9797,1990.499153,13.62885,Two Year,DSL,Yes,Electronic Check,No,Yes,No,Yes,No
10.90922,162.5299,1473.227973,11.11805,Two Year,,Yes,Electronic Check,Yes,Yes,No,No,No
11.51439,140.0013,1559.33881,10.89684,One year,DSL,Yes,Bank Transfer(automatic),Yes,No,No,No,No
13.72584,127.4738,1835.292593,7.85726,One year,DSL,No,Electronic Check,No,No,No,No,No
1.302103,160.0013,511.2155972,10.54632,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),Yes,No,No,No,No
1.940789,142.4993,754.1266839,8.111689,One year,,No,Credit Card (automatic),Yes,No,Yes,No,Yes
7.495947,169.9447,826.366889,11.52428,Month-to-month,Fiber Optic,No,Mailed Check,No,No,Yes,No,Yes
15.88445,152.4579,2131.892874,10.39457,Month-to-month,DSL,No,Electronic Check,No,No,Yes,No,Yes
8.666281,157.4836,1062.367672,14.5768,Two Year,Fiber Optic,Yes,Electronic Check,No,No,No,No,No
2.970609,194.9744,511.1215788,9.36669,One year,Fiber Optic,Yes,Electronic Check,Yes,Yes,No,Yes,Yes
11.00328,179.9794,1207.589721,8.780371,Two Year,Fiber Optic,No,Electronic Check,No,No,No,No,No
5.21614,214.9663,1019.501584,13.19067,Two Year,Fiber Optic,No,Electronic Check,No,No,No,Yes,No
8.813715,129.9621,1426.604038,8.326264,One year,DSL,Yes,Electronic Check,No,No,Yes,No,No
13.04025,255.1417,1792.010429,13.01916,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,Yes,Yes,Yes,Yes
21.29638,154.9755,2558.308043,10.24432,Month-to-month,DSL,No,Electronic Check,Yes,No,Yes,No,Yes
4.86918,137.4978,760.8370835,10.74957,Two Year,,Yes,Credit Card (automatic),Yes,No,No,No,No
5.145314,230.1051,972.1523011,13.49982,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
17.22292,107.4806,1769.609462,8.799383,Month-to-month,,Yes,Mailed Check,Yes,No,Yes,No,No
2.348003,104.9923,562.038508,11.69401,Month-to-month,,Yes,Electronic Check,Yes,No,No,No,No
4.629362,194.9992,801.1054209,9.943855,One year,,No,Bank Transfer(automatic),No,Yes,No,Yes,No
9.197686,162.4676,1685.817734,11.84814,Month-to-month,DSL,Yes,Mailed Check,No,No,Yes,No,Yes
7.816759,207.4811,1299.583627,12.78424,One year,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,Yes,No,Yes
3.230823,184.9496,1178.011696,8.414471,Month-to-month,DSL,Yes,Electronic Check,No,Yes,Yes,No,Yes
4.655119,139.9792,843.1843931,5.325341,Month-to-month,,Yes,Mailed Check,Yes,No,No,Yes,No
8.931572,114.9976,979.002185,13.70512,Month-to-month,,Yes,Bank Transfer(automatic),No,No,No,No,No
2.567035,184.9785,717.8935328,10.50151,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,No,Yes,Yes
4.066843,154.9755,1192.457478,14.55915,Month-to-month,DSL,Yes,Bank Transfer(automatic),Yes,No,Yes,No,Yes
10.86326,194.9699,1265.450999,10.56848,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,Yes,No
32.73358,257.6549,3343.612596,10.42906,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,Yes,Yes,Yes,No
4.422442,127.475,479.3287784,13.70652,Month-to-month,,Yes,Credit Card (automatic),No,Yes,No,Yes,No
6.611696,202.4433,805.2130716,9.908836,Two Year,Fiber Optic,No,Bank Transfer(automatic),No,No,No,Yes,No
7.778058,124.9643,965.4661617,4.721154,Two Year,Fiber Optic,No,Electronic Check,No,Yes,No,No,No
6.247141,197.4945,1118.046807,10.33061,One year,Fiber Optic,Yes,Mailed Check,Yes,Yes,Yes,No,No
13.10595,95.01949,1424.90105,4.160642,One year,,Yes,Bank Transfer(automatic),Yes,No,No,No,No
8.920338,102.4746,1003.68472,7.660265,One year,,Yes,Bank Transfer(automatic),No,No,No,No,No
7.369734,120.0049,1622.201707,8.754383,Month-to-month,DSL,No,Credit Card (automatic),Yes,Yes,No,No,Yes
8.160495,162.4608,1689.545339,2.526424,Month-to-month,DSL,Yes,Mailed Check,No,No,No,Yes,Yes
8.30949,202.4433,1080.752449,14.59806,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,No,Yes,Yes
20.44277,157.4698,1826.132589,6.670145,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,No,No
7.626943,207.6094,1227.038436,13.91424,Two Year,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
2.326316,222.65,768.9098018,5.824936,Month-to-month,Fiber Optic,No,Mailed Check,Yes,No,Yes,Yes,Yes
2.142469,174.9882,1058.572083,13.53181,Month-to-month,DSL,No,Electronic Check,Yes,No,No,Yes,Yes
7.233075,252.624,1121.796023,9.501785,Month-to-month,Fiber Optic,No,Electronic Check,No,Yes,Yes,Yes,Yes
23.49138,200.1323,3174.219068,12.40481,Two Year,DSL,Yes,Credit Card (automatic),No,No,Yes,Yes,No
2.086344,242.6326,1110.320153,9.276057,Two Year,Fiber Optic,No,Bank Transfer(automatic),Yes,No,Yes,Yes,Yes
13.41057,222.6609,1765.087747,8.73874,Month-to-month,,No,Bank Transfer(automatic),No,Yes,Yes,Yes,Yes
4.008932,204.9634,880.3136958,9.947737,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,No,Yes,No,Yes
25.43212,252.6378,2864.553994,8.993714,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,Yes,Yes,Yes
11.38257,162.4937,1294.33801,7.540891,Month-to-month,,Yes,Mailed Check,No,Yes,No,Yes,Yes
13.25185,139.983,1639.020185,12.56449,Month-to-month,DSL,Yes,Mailed Check,No,Yes,No,No,Yes
5.733719,127.4601,918.1830814,5.25407,Month-to-month,DSL,No,Credit Card (automatic),No,Yes,No,No,No
11.9008,112.4551,991.6569518,10.19024,Two Year,Fiber Optic,No,Electronic Check,No,No,No,No,No
7.022294,187.4673,1482.762683,13.00084,One year,DSL,Yes,Mailed Check,Yes,Yes,Yes,No,No
8.770703,187.6422,1265.511252,6.157267,Two Year,,Yes,Mailed Check,No,Yes,Yes,Yes,No
3.08219,222.6143,1316.126296,13.42292,Two Year,DSL,No,Electronic Check,No,Yes,Yes,Yes,Yes
4.538742,142.4689,1368.093103,15.43347,Month-to-month,DSL,Yes,Electronic Check,Yes,Yes,No,Yes,Yes
8.525122,127.4887,889.7590173,9.651504,Month-to-month,,No,Credit Card (automatic),No,No,No,Yes,Yes
2.09202,207.6094,628.1057927,8.895333,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,No,Yes,Yes,Yes
9.312768,92.48802,983.5145753,14.01608,Month-to-month,,Yes,Bank Transfer(automatic),No,Yes,No,No,No
16.74968,159.9794,2099.998325,18.85173,Month-to-month,DSL,Yes,Electronic Check,No,No,No,No,No
6.162825,127.4887,702.030012,14.55933,Month-to-month,,Yes,Electronic Check,No,No,No,Yes,No
1.578151,172.4579,588.3651083,9.948834,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,No,No
10.29135,245.147,1859.062929,8.429886,One year,DSL,Yes,Credit Card (automatic),No,Yes,Yes,Yes,Yes
4.01663,147.4421,734.4252105,6.951936,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,No,Yes,No
10.70081,104.9781,1417.244497,15.91653,Month-to-month,DSL,No,Bank Transfer(automatic),No,No,No,No,No
7.890442,164.9715,1593.482092,8.61041,Month-to-month,DSL,No,Bank Transfer(automatic),Yes,Yes,Yes,No,Yes
15.68627,114.9658,1448.715638,4.261131,Two Year,,Yes,Credit Card (automatic),No,No,No,Yes,No
11.5365,200.1323,2105.034412,11.77268,Two Year,DSL,Yes,Bank Transfer(automatic),No,No,Yes,Yes,No
10.88054,235.1591,1480.104233,8.174687,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,Yes,Yes,Yes,Yes
4.198245,235.1591,1078.709113,11.81952,Month-to-month,Fiber Optic,No,Credit Card (automatic),Yes,Yes,Yes,Yes,Yes
5.500175,154.9618,1407.105672,12.36764,One year,DSL,Yes,Credit Card (automatic),Yes,Yes,Yes,No,No
15.37432,129.9598,2007.890075,13.24075,Two Year,DSL,Yes,Mailed Check,Yes,No,No,Yes,No
6.435125,207.6386,1132.054698,10.94083,Two Year,,No,Mailed Check,No,No,Yes,Yes,No
5.377803,242.6106,1465.534225,9.664338,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,Yes,Yes
11.98109,222.65,1967.055899,10.3827,One year,Fiber Optic,No,Mailed Check,Yes,No,Yes,Yes,No
4.418665,152.4742,1290.002306,4.900081,Month-to-month,DSL,Yes,Electronic Check,No,Yes,No,Yes,Yes
26.14972,152.4555,2957.287141,11.92268,Month-to-month,DSL,Yes,Mailed Check,Yes,No,No,Yes,No
3.430472,287.6427,924.9352116,5.200476,Month-to-month,Fiber Optic,Yes,Mailed Check,No,Yes,Yes,Yes,Yes
9.104003,220.1185,1305.935649,7.547212,Two Year,Fiber Optic,Yes,Electronic Check,No,Yes,Yes,Yes,Yes
3.932102,129.9483,928.1223375,13.00676,Month-to-month,DSL,Yes,Bank Transfer(automatic),No,Yes,Yes,No,Yes
2.473299,139.9568,787.5389871,12.55796,One year,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,No,No
9.8256,127.4421,1306.270891,11.07131,One year,DSL,No,Electronic Check,No,No,No,Yes,No
5.614935,144.9607,617.0043032,11.87557,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,No,No,No
8.475773,150.0208,1139.265638,13.96763,One year,,Yes,Mailed Check,Yes,No,No,No,No
14.14568,182.4676,1531.785841,11.29188,Two Year,Fiber Optic,Yes,Electronic Check,No,No,Yes,No,No
7.62689,179.9794,959.3986136,15.74148,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,No,No,No
3.199643,159.9805,577.5034833,9.00959,Two Year,,Yes,Electronic Check,No,Yes,No,Yes,No
6.833364,159.9805,798.557141,8.208604,Month-to-month,,No,Electronic Check,No,Yes,No,Yes,Yes
3.250618,197.6288,889.1589238,10.32806,Month-to-month,,No,Mailed Check,No,No,Yes,Yes,Yes
9.820347,169.9447,1044.205309,7.75167,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,No,Yes
3.488459,265.147,1023.807054,7.231501,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,Yes,Yes,Yes,Yes
13.21976,207.4811,1680.40703,8.890669,Two Year,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,Yes,No,No
2.758928,117.4872,777.0645087,6.131562,Month-to-month,DSL,Yes,Electronic Check,No,Yes,No,No,No
1.399445,159.9794,901.9731056,10.05201,One year,DSL,Yes,Bank Transfer(automatic),No,No,No,No,Yes
15.91192,184.9634,2214.777592,12.35651,Month-to-month,DSL,Yes,Mailed Check,No,No,Yes,No,Yes
5.595446,147.4421,630.454611,9.920573,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,No,No,Yes,No
17.30249,139.965,2224.045421,11.36728,Month-to-month,DSL,Yes,Electronic Check,No,No,No,Yes,No
18.1201,79.97886,1683.407282,10.7329,One year,,No,Electronic Check,No,No,No,No,No
26.06474,172.4705,2960.453451,9.29595,Month-to-month,DSL,No,Electronic Check,No,No,No,Yes,Yes
5.018901,149.9621,798.4043093,6.610095,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,No,Yes,No,No
6.053801,169.9378,800.6201669,9.060003,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,No,No,Yes,Yes
2.366635,207.6094,773.1936845,10.22148,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,Yes,No
1.669639,194.9744,498.5585239,10.63881,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,Yes,No,Yes,No
7.038169,200.1465,1280.711037,4.391327,Month-to-month,,Yes,Mailed Check,Yes,No,Yes,Yes,Yes
11.40214,147.4783,1326.326983,13.56912,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,No,No,No
33.19612,149.9621,2960.494504,12.20515,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,No,No
2.198687,172.4624,410.7935286,8.156063,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),Yes,No,Yes,No,No
14.16299,212.6695,1890.634177,10.72443,Two Year,,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
6.408823,132.5127,874.6357853,9.762926,One year,,No,Mailed Check,Yes,Yes,Yes,No,No
2.438513,139.9678,520.3000287,4.125868,Month-to-month,,No,Electronic Check,No,Yes,Yes,No,Yes
21.51433,232.6228,2554.531054,8.367107,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,No,Yes,Yes,Yes
2.235315,149.9778,458.7691639,6.239127,Two Year,Fiber Optic,No,Mailed Check,Yes,Yes,No,No,No
4.541407,227.4754,895.8563668,11.75093,One year,Fiber Optic,No,Electronic Check,No,Yes,No,Yes,Yes
5.107455,129.9483,1113.503645,11.26452,Month-to-month,DSL,No,Electronic Check,No,Yes,Yes,No,No
13.79595,187.6094,2034.534213,4.955493,Two Year,DSL,No,Bank Transfer(automatic),No,No,Yes,Yes,Yes
2.09057,184.9634,1028.550477,14.66262,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,No,Yes
2.068518,194.9663,1291.115762,10.35877,One year,DSL,Yes,Bank Transfer(automatic),No,No,No,Yes,No
2.866331,162.4713,608.6804201,11.39904,One year,Fiber Optic,Yes,Mailed Check,No,Yes,Yes,No,No
22.48816,169.9741,2470.214952,9.170457,Two Year,Fiber Optic,Yes,Mailed Check,Yes,No,No,No,No
7.235576,159.983,732.5653824,15.78884,Two Year,Fiber Optic,Yes,Mailed Check,No,Yes,No,No,No
19.70995,194.9663,2592.211229,6.130264,Month-to-month,DSL,No,Credit Card (automatic),No,No,No,Yes,No
7.368353,162.447,1379.566758,8.936454,Month-to-month,DSL,No,Electronic Check,No,Yes,No,Yes,Yes
8.334589,172.4885,1447.593195,11.36485,Month-to-month,DSL,No,Credit Card (automatic),No,Yes,No,No,Yes
10.30326,127.4783,1463.304212,15.6492,Month-to-month,DSL,Yes,Mailed Check,Yes,No,No,No,No
10.94068,182.4676,1326.472227,7.621504,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,No,No
15.49592,129.9621,2116.26369,8.180859,Month-to-month,DSL,No,Bank Transfer(automatic),No,No,Yes,No,No
15.19686,159.9794,2095.117873,9.986819,Month-to-month,DSL,No,Electronic Check,No,No,No,No,No
14.91488,92.45514,1851.710555,10.39631,Month-to-month,DSL,Yes,Electronic Check,No,No,No,No,No
8.710976,184.9496,1450.84591,4.826642,Month-to-month,DSL,Yes,Electronic Check,No,Yes,Yes,No,Yes
14.17125,227.4754,1841.554887,8.959582,One year,Fiber Optic,Yes,Mailed Check,No,Yes,No,Yes,No
16.96026,184.9785,1796.010353,8.907172,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),Yes,No,No,Yes,Yes
1.616979,139.9349,962.2206823,11.4166,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,No,Yes
1.115115,169.9378,373.4091813,14.11831,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,No,Yes,Yes
17.31427,147.4713,1735.70733,7.210336,One year,,Yes,Electronic Check,No,No,No,Yes,No
5.013991,130.0064,952.2685798,15.82529,One year,,No,Bank Transfer(automatic),Yes,No,No,Yes,No
3.983529,169.9447,704.9286558,9.217675,Two Year,Fiber Optic,No,Bank Transfer(automatic),No,No,Yes,No,No
25.43027,124.9781,2198.49291,13.98017,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,No,No,No,No
20.21413,152.466,1932.932484,11.19035,One year,Fiber Optic,No,Mailed Check,Yes,Yes,Yes,No,No
5.911652,149.9621,769.3159079,9.069204,One year,Fiber Optic,Yes,Bank Transfer(automatic),No,No,Yes,No,No
1.479514,117.4686,773.2252534,8.815017,Two Year,DSL,No,Electronic Check,Yes,No,No,No,No
1.25577,172.4705,1083.905096,15.35795,Two Year,DSL,Yes,Bank Transfer(automatic),No,No,No,Yes,Yes
15.85633,167.4847,2196.848941,7.708801,Two Year,DSL,Yes,Credit Card (automatic),Yes,Yes,Yes,No,No
3.903228,182.4538,634.6695443,11.08855,Two Year,Fiber Optic,No,Credit Card (automatic),No,Yes,Yes,No,No
14.9206,184.9963,1652.974278,9.993042,One year,,Yes,Electronic Check,No,Yes,Yes,No,No
12.98383,184.967,1551.900975,16.85843,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,Yes,No,Yes
15.09343,137.4978,1502.957327,10.06905,One year,,No,Electronic Check,Yes,No,No,No,No
10.52332,182.4676,1251.370897,7.519369,Month-to-month,Fiber Optic,No,Electronic Check,No,No,Yes,No,Yes
2.343134,192.4404,625.8895244,7.975836,Month-to-month,Fiber Optic,No,Electronic Check,No,No,Yes,No,Yes
7.91447,147.4738,831.3672853,8.67997,One year,Fiber Optic,Yes,Mailed Check,No,No,No,No,No
14.71579,242.6573,2044.702772,12.23484,One year,,No,Mailed Check,No,No,Yes,Yes,Yes
8.462764,104.9629,783.1783931,15.51451,Month-to-month,,No,Credit Card (automatic),No,No,Yes,No,No
3.319565,174.9882,1170.139527,11.42866,One year,DSL,Yes,Electronic Check,Yes,No,No,Yes,Yes
4.557348,137.4392,638.0977736,13.92957,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,Yes,No,Yes
4.839337,182.447,833.2996999,5.367668,Month-to-month,Fiber Optic,Yes,Electronic Check,No,Yes,No,Yes,No
13.48223,275.1336,1744.354966,10.81384,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
8.635904,172.4555,1076.282569,13.2598,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,No,Yes,Yes
11.44954,265.1283,1537.073388,9.621132,Month-to-month,Fiber Optic,No,Credit Card (automatic),Yes,No,Yes,Yes,Yes
12.51669,270.1604,2408.542735,7.659602,Month-to-month,DSL,Yes,Electronic Check,Yes,Yes,Yes,Yes,Yes
6.811035,82.49655,696.2689909,13.82812,Month-to-month,,No,Mailed Check,Yes,No,No,No,No
12.35438,114.9509,1653.932692,8.689995,One year,DSL,Yes,Bank Transfer(automatic),No,No,No,No,No
2.224168,212.6415,1249.968178,7.330021,Month-to-month,DSL,No,Credit Card (automatic),No,Yes,Yes,Yes,Yes
4.825693,190.1599,863.4968708,7.704948,Month-to-month,,No,Mailed Check,Yes,Yes,Yes,Yes,Yes
11.69113,149.9378,1722.330381,8.006475,Two Year,DSL,No,Mailed Check,No,No,No,Yes,No
20.25956,194.9581,2159.414298,12.27527,Month-to-month,Fiber Optic,No,Credit Card (automatic),Yes,No,Yes,No,No
6.979037,172.4871,992.6561706,9.551626,Two Year,,No,Mailed Check,No,No,Yes,No,No
19.46465,154.9755,2574.581362,4.714235,One year,DSL,No,Mailed Check,Yes,No,Yes,No,No
2.415421,265.1283,981.7181093,16.42306,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
20.84965,242.6326,2280.034122,7.706587,Month-to-month,Fiber Optic,No,Electronic Check,Yes,No,Yes,Yes,Yes
3.245848,159.9805,721.3139824,7.755985,Month-to-month,,Yes,Bank Transfer(automatic),No,Yes,No,Yes,Yes
16.53338,262.6106,2120.151113,10.40927,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,Yes,Yes
13.14021,187.6094,2006.605241,8.416539,Month-to-month,DSL,No,Credit Card (automatic),No,No,Yes,Yes,Yes
4.736816,182.4433,1069.814443,8.759495,Month-to-month,DSL,No,Bank Transfer(automatic),No,No,No,Yes,Yes
8.839856,257.6513,1882.174515,9.725427,Month-to-month,DSL,Yes,Bank Transfer(automatic),Yes,No,Yes,Yes,Yes
